starttime	seconds	ctime	dtime	ttime	wait
Mon Sep 17 09:34:16 2018	1537169656	1821	80	1901	80
Mon Sep 17 09:32:06 2018	1537169526	1463	438	1901	424
Mon Sep 17 09:35:37 2018	1537169737	1044	857	1901	847
Mon Sep 17 09:33:52 2018	1537169632	1215	686	1901	686
Mon Sep 17 09:34:08 2018	1537169648	1242	660	1901	653
Mon Sep 17 09:32:06 2018	1537169526	1425	476	1901	461
Mon Sep 17 09:32:06 2018	1537169526	1398	503	1902	488
Mon Sep 17 09:32:06 2018	1537169526	1688	214	1902	199
Mon Sep 17 09:32:06 2018	1537169526	1425	476	1902	461
Mon Sep 17 09:34:16 2018	1537169656	1838	64	1902	63
Mon Sep 17 09:32:06 2018	1537169526	1386	516	1902	501
Mon Sep 17 09:32:06 2018	1537169526	1411	491	1902	476
Mon Sep 17 09:32:06 2018	1537169526	1371	531	1902	516
Mon Sep 17 09:36:17 2018	1537169777	1779	123	1902	122
Mon Sep 17 09:32:06 2018	1537169526	1688	214	1902	199
Mon Sep 17 09:32:06 2018	1537169526	1658	245	1902	230
Mon Sep 17 09:32:06 2018	1537169526	1657	246	1902	230
Mon Sep 17 09:32:06 2018	1537169526	1671	231	1903	216
Mon Sep 17 09:32:06 2018	1537169526	1688	215	1903	212
Mon Sep 17 09:31:54 2018	1537169514	940	963	1903	962
Mon Sep 17 09:32:06 2018	1537169526	1671	232	1903	216
Mon Sep 17 09:33:34 2018	1537169614	1450	453	1903	451
Mon Sep 17 09:32:06 2018	1537169526	1629	274	1903	259
Mon Sep 17 09:32:06 2018	1537169526	1629	274	1903	259
Mon Sep 17 09:32:06 2018	1537169526	1630	274	1903	259
Mon Sep 17 09:31:54 2018	1537169514	954	949	1903	949
Mon Sep 17 09:34:08 2018	1537169648	1206	697	1904	690
Mon Sep 17 09:36:17 2018	1537169777	1736	168	1904	166
Mon Sep 17 09:32:43 2018	1537169563	609	1295	1904	1283
Mon Sep 17 09:31:54 2018	1537169514	898	1006	1904	1006
Mon Sep 17 09:31:08 2018	1537169468	1772	133	1904	133
Mon Sep 17 09:33:17 2018	1537169597	748	1157	1904	1156
Mon Sep 17 09:36:06 2018	1537169766	780	1125	1905	1059
Mon Sep 17 09:33:34 2018	1537169614	1444	461	1905	459
Mon Sep 17 09:31:51 2018	1537169511	1137	768	1905	766
Mon Sep 17 09:33:34 2018	1537169614	1444	461	1905	459
Mon Sep 17 09:31:47 2018	1537169507	1332	573	1905	572
Mon Sep 17 09:31:54 2018	1537169514	948	957	1905	956
Mon Sep 17 09:31:51 2018	1537169511	1137	768	1905	768
Mon Sep 17 09:33:17 2018	1537169597	748	1157	1905	1156
Mon Sep 17 09:36:06 2018	1537169766	969	936	1905	870
Mon Sep 17 09:36:06 2018	1537169766	958	947	1905	882
Mon Sep 17 09:35:12 2018	1537169712	1485	420	1905	420
Mon Sep 17 09:34:22 2018	1537169662	1123	782	1906	764
Mon Sep 17 09:33:34 2018	1537169614	1435	470	1906	469
Mon Sep 17 09:31:54 2018	1537169514	939	967	1906	966
Mon Sep 17 09:35:38 2018	1537169738	804	1102	1906	1038
Mon Sep 17 09:33:17 2018	1537169597	744	1162	1906	1161
Mon Sep 17 09:35:38 2018	1537169738	803	1103	1906	1038
Mon Sep 17 09:34:22 2018	1537169662	1123	783	1906	764
Mon Sep 17 09:32:26 2018	1537169546	1406	500	1906	485
Mon Sep 17 09:33:17 2018	1537169597	753	1153	1906	1152
Mon Sep 17 09:35:38 2018	1537169738	804	1102	1906	1038
Mon Sep 17 09:35:38 2018	1537169738	1109	797	1906	796
Mon Sep 17 09:34:16 2018	1537169656	1820	87	1907	84
Mon Sep 17 09:33:30 2018	1537169610	1477	430	1907	407
Mon Sep 17 09:33:17 2018	1537169597	744	1163	1907	1162
Mon Sep 17 09:33:30 2018	1537169610	1440	467	1907	445
Mon Sep 17 09:35:38 2018	1537169738	1097	810	1907	808
Mon Sep 17 09:33:30 2018	1537169610	1466	441	1907	418
Mon Sep 17 09:35:02 2018	1537169702	1077	831	1908	830
Mon Sep 17 09:35:02 2018	1537169702	1077	830	1908	830
Mon Sep 17 09:33:30 2018	1537169610	1429	479	1908	456
Mon Sep 17 09:33:30 2018	1537169610	1440	467	1908	445
Mon Sep 17 09:33:30 2018	1537169610	1440	467	1908	445
Mon Sep 17 09:35:02 2018	1537169702	1077	831	1908	830
Mon Sep 17 09:35:12 2018	1537169712	1466	442	1908	438
Mon Sep 17 09:34:47 2018	1537169687	1273	635	1908	632
Mon Sep 17 09:34:08 2018	1537169648	1206	702	1908	690
Mon Sep 17 09:34:47 2018	1537169687	1276	632	1908	632
Mon Sep 17 09:35:02 2018	1537169702	1087	821	1908	820
Mon Sep 17 09:34:00 2018	1537169640	1252	656	1908	655
Mon Sep 17 09:31:51 2018	1537169511	1165	743	1908	743
Mon Sep 17 09:34:08 2018	1537169648	1142	766	1908	754
Mon Sep 17 09:35:02 2018	1537169702	1079	830	1908	829
Mon Sep 17 09:34:00 2018	1537169640	1252	656	1908	655
Mon Sep 17 09:33:30 2018	1537169610	1430	479	1908	456
Mon Sep 17 09:32:26 2018	1537169546	1408	501	1909	490
Mon Sep 17 09:33:30 2018	1537169610	1441	468	1909	445
Mon Sep 17 09:33:30 2018	1537169610	1414	494	1909	472
Mon Sep 17 09:34:08 2018	1537169648	1264	644	1909	630
Mon Sep 17 09:33:30 2018	1537169610	1569	340	1909	337
Mon Sep 17 09:34:00 2018	1537169640	1252	656	1909	655
Mon Sep 17 09:34:00 2018	1537169640	1252	657	1909	655
Mon Sep 17 09:34:57 2018	1537169697	1213	696	1909	682
Mon Sep 17 09:34:57 2018	1537169697	1212	696	1909	683
Mon Sep 17 09:34:00 2018	1537169640	1253	656	1909	655
Mon Sep 17 09:34:08 2018	1537169648	1278	631	1909	617
Mon Sep 17 09:31:35 2018	1537169495	1124	785	1909	781
Mon Sep 17 09:34:08 2018	1537169648	1253	656	1909	642
Mon Sep 17 09:33:30 2018	1537169610	1415	494	1909	472
Mon Sep 17 09:34:00 2018	1537169640	1253	657	1909	655
Mon Sep 17 09:35:38 2018	1537169738	789	1120	1909	1056
Mon Sep 17 09:36:17 2018	1537169777	1755	155	1909	153
Mon Sep 17 09:34:00 2018	1537169640	1255	654	1909	653
Mon Sep 17 09:33:30 2018	1537169610	1598	311	1909	308
Mon Sep 17 09:35:32 2018	1537169732	1261	649	1909	635
Mon Sep 17 09:33:09 2018	1537169589	1445	465	1909	464
Mon Sep 17 09:33:34 2018	1537169614	1388	521	1909	520
Mon Sep 17 09:34:08 2018	1537169648	1231	678	1909	665
Mon Sep 17 09:35:32 2018	1537169732	1671	239	1910	237
Mon Sep 17 09:34:08 2018	1537169648	1564	346	1910	331
Mon Sep 17 09:33:30 2018	1537169610	1644	266	1910	264
Mon Sep 17 09:33:30 2018	1537169610	1430	479	1910	457
Mon Sep 17 09:35:38 2018	1537169738	1087	822	1910	820
Mon Sep 17 09:33:30 2018	1537169610	1638	271	1910	268
Mon Sep 17 09:34:00 2018	1537169640	1254	656	1910	655
Mon Sep 17 09:33:30 2018	1537169610	1644	266	1910	264
Mon Sep 17 09:34:08 2018	1537169648	1558	352	1910	337
Mon Sep 17 09:34:08 2018	1537169648	1558	352	1910	337
Mon Sep 17 09:33:30 2018	1537169610	1415	495	1910	472
Mon Sep 17 09:34:08 2018	1537169648	1554	356	1910	341
Mon Sep 17 09:33:30 2018	1537169610	1592	318	1910	315
Mon Sep 17 09:33:30 2018	1537169610	1591	319	1910	315
Mon Sep 17 09:33:30 2018	1537169610	1629	281	1910	280
Mon Sep 17 09:31:51 2018	1537169511	1137	774	1910	772
Mon Sep 17 09:34:08 2018	1537169648	1179	731	1910	717
Mon Sep 17 09:33:30 2018	1537169610	1630	281	1910	279
Mon Sep 17 09:34:00 2018	1537169640	1255	655	1910	653
Mon Sep 17 09:34:00 2018	1537169640	1264	647	1910	645
Mon Sep 17 09:33:30 2018	1537169610	1573	337	1910	334
Mon Sep 17 09:34:00 2018	1537169640	1237	673	1910	671
Mon Sep 17 09:35:32 2018	1537169732	1670	240	1910	238
Mon Sep 17 09:33:30 2018	1537169610	1625	286	1910	282
Mon Sep 17 09:34:08 2018	1537169648	1555	356	1910	341
Mon Sep 17 09:34:08 2018	1537169648	1555	356	1911	341
Mon Sep 17 09:35:38 2018	1537169738	1088	822	1911	820
Mon Sep 17 09:34:00 2018	1537169640	1253	658	1911	656
Mon Sep 17 09:32:26 2018	1537169546	1411	500	1911	486
Mon Sep 17 09:33:30 2018	1537169610	1592	319	1911	316
Mon Sep 17 09:31:28 2018	1537169488	1633	278	1911	272
Mon Sep 17 09:31:28 2018	1537169488	1681	230	1911	225
Mon Sep 17 09:33:30 2018	1537169610	1624	287	1911	283
Mon Sep 17 09:35:32 2018	1537169732	1670	240	1911	238
Mon Sep 17 09:33:30 2018	1537169610	1573	338	1911	335
Mon Sep 17 09:33:30 2018	1537169610	1573	338	1911	334
Mon Sep 17 09:35:38 2018	1537169738	1088	823	1911	820
Mon Sep 17 09:33:30 2018	1537169610	1573	338	1911	335
Mon Sep 17 09:33:30 2018	1537169610	1572	339	1911	336
Mon Sep 17 09:34:47 2018	1537169687	1269	642	1911	642
Mon Sep 17 09:34:08 2018	1537169648	1555	356	1911	342
Mon Sep 17 09:34:08 2018	1537169648	1555	357	1911	342
Mon Sep 17 09:35:38 2018	1537169738	1076	836	1912	833
Mon Sep 17 09:32:06 2018	1537169526	1804	108	1912	107
Mon Sep 17 09:36:15 2018	1537169775	1801	111	1912	97
Mon Sep 17 09:36:15 2018	1537169775	1814	98	1912	79
Mon Sep 17 09:33:30 2018	1537169610	1573	339	1912	336
Mon Sep 17 09:34:45 2018	1537169685	1570	342	1912	342
Mon Sep 17 09:33:30 2018	1537169610	1573	339	1912	336
Mon Sep 17 09:33:01 2018	1537169581	960	952	1912	951
Mon Sep 17 09:34:08 2018	1537169648	1555	357	1912	342
Mon Sep 17 09:34:04 2018	1537169644	1284	628	1912	627
Mon Sep 17 09:36:20 2018	1537169780	1724	188	1912	162
Mon Sep 17 09:32:26 2018	1537169546	1398	515	1912	500
Mon Sep 17 09:34:08 2018	1537169648	1555	358	1912	342
Mon Sep 17 09:31:10 2018	1537169470	1728	184	1913	184
Mon Sep 17 09:31:49 2018	1537169509	969	944	1913	943
Mon Sep 17 09:31:28 2018	1537169488	1635	278	1913	273
Mon Sep 17 09:34:08 2018	1537169648	1555	358	1913	342
Mon Sep 17 09:34:08 2018	1537169648	1555	358	1913	343
Mon Sep 17 09:36:20 2018	1537169780	1724	189	1913	174
Mon Sep 17 09:35:53 2018	1537169753	600	1314	1914	1252
Mon Sep 17 09:36:05 2018	1537169765	971	943	1914	942
Mon Sep 17 09:35:53 2018	1537169753	600	1314	1914	1252
Mon Sep 17 09:36:15 2018	1537169775	1817	97	1914	96
Mon Sep 17 09:34:04 2018	1537169644	1284	630	1914	627
Mon Sep 17 09:35:53 2018	1537169753	566	1348	1914	1286
Mon Sep 17 09:31:10 2018	1537169470	1770	144	1914	143
Mon Sep 17 09:36:20 2018	1537169780	1724	190	1914	187
Mon Sep 17 09:34:04 2018	1537169644	1361	554	1914	550
Mon Sep 17 09:36:20 2018	1537169780	1724	190	1914	189
Mon Sep 17 09:36:20 2018	1537169780	1724	190	1915	189
Mon Sep 17 09:31:10 2018	1537169470	1729	185	1915	185
Mon Sep 17 09:33:09 2018	1537169589	1025	890	1915	889
Mon Sep 17 09:34:04 2018	1537169644	1361	554	1915	551
Mon Sep 17 09:32:54 2018	1537169574	1398	518	1915	516
Mon Sep 17 09:34:04 2018	1537169644	1325	590	1915	587
Mon Sep 17 09:34:04 2018	1537169644	1313	603	1915	600
Mon Sep 17 09:33:09 2018	1537169589	1044	871	1915	871
Mon Sep 17 09:32:54 2018	1537169574	1398	518	1915	516
Mon Sep 17 09:34:04 2018	1537169644	1361	554	1915	551
Mon Sep 17 09:36:20 2018	1537169780	1849	66	1916	65
Mon Sep 17 09:34:04 2018	1537169644	1361	555	1916	551
Mon Sep 17 09:32:59 2018	1537169579	1489	426	1916	426
Mon Sep 17 09:36:15 2018	1537169775	1712	203	1916	203
Mon Sep 17 09:36:20 2018	1537169780	1725	191	1916	190
Mon Sep 17 09:34:04 2018	1537169644	1361	555	1916	551
Mon Sep 17 09:33:09 2018	1537169589	1080	836	1916	835
Mon Sep 17 09:34:16 2018	1537169656	1823	93	1916	93
Mon Sep 17 09:34:04 2018	1537169644	1313	603	1916	600
Mon Sep 17 09:33:09 2018	1537169589	1070	846	1916	844
Mon Sep 17 09:34:04 2018	1537169644	1313	604	1916	600
Mon Sep 17 09:33:09 2018	1537169589	1070	846	1917	844
Mon Sep 17 09:33:01 2018	1537169581	935	982	1917	981
Mon Sep 17 09:32:54 2018	1537169574	1460	457	1917	455
Mon Sep 17 09:32:17 2018	1537169537	1514	403	1917	399
Mon Sep 17 09:33:41 2018	1537169621	1537	380	1917	380
Mon Sep 17 09:33:01 2018	1537169581	917	1001	1917	1000
Mon Sep 17 09:33:01 2018	1537169581	917	1001	1917	1000
Mon Sep 17 09:35:14 2018	1537169714	1394	524	1917	522
Mon Sep 17 09:31:51 2018	1537169511	1133	784	1918	778
Mon Sep 17 09:33:01 2018	1537169581	917	1000	1918	1000
Mon Sep 17 09:31:51 2018	1537169511	863	1056	1919	1056
Mon Sep 17 09:35:55 2018	1537169755	1780	140	1919	114
Mon Sep 17 09:31:31 2018	1537169491	879	1040	1919	1040
Mon Sep 17 09:34:57 2018	1537169697	1326	593	1920	592
Mon Sep 17 09:34:57 2018	1537169697	1339	581	1920	580
Mon Sep 17 09:33:01 2018	1537169581	917	1003	1920	1002
Mon Sep 17 09:34:57 2018	1537169697	1326	594	1920	593
Mon Sep 17 09:36:06 2018	1537169766	961	959	1920	893
Mon Sep 17 09:36:11 2018	1537169771	1243	677	1920	661
Mon Sep 17 09:36:11 2018	1537169771	1242	678	1920	661
Mon Sep 17 09:34:57 2018	1537169697	1326	594	1920	593
Mon Sep 17 09:34:57 2018	1537169697	1351	569	1920	568
Mon Sep 17 09:34:57 2018	1537169697	1270	650	1920	649
Mon Sep 17 09:34:57 2018	1537169697	1326	594	1920	593
Mon Sep 17 09:36:06 2018	1537169766	1214	706	1920	669
Mon Sep 17 09:34:57 2018	1537169697	1315	605	1920	604
Mon Sep 17 09:34:57 2018	1537169697	1315	605	1920	604
Mon Sep 17 09:36:06 2018	1537169766	939	982	1920	916
Mon Sep 17 09:35:17 2018	1537169717	1191	729	1921	723
Mon Sep 17 09:32:33 2018	1537169553	1248	673	1921	670
Mon Sep 17 09:36:15 2018	1537169775	1684	236	1921	236
Mon Sep 17 09:35:14 2018	1537169714	1397	524	1921	522
Mon Sep 17 09:32:57 2018	1537169577	1727	194	1921	194
Mon Sep 17 09:33:41 2018	1537169621	1789	132	1921	132
Mon Sep 17 09:34:57 2018	1537169697	1270	651	1921	649
Mon Sep 17 09:31:22 2018	1537169482	1317	604	1921	577
Mon Sep 17 09:35:32 2018	1537169732	1653	269	1922	261
Mon Sep 17 09:34:57 2018	1537169697	1269	653	1922	651
Mon Sep 17 09:33:30 2018	1537169610	1643	279	1922	266
Mon Sep 17 09:36:15 2018	1537169775	1610	312	1922	312
Mon Sep 17 09:34:03 2018	1537169643	884	1038	1922	1037
Mon Sep 17 09:31:10 2018	1537169470	1744	179	1923	168
Mon Sep 17 09:31:10 2018	1537169470	1728	195	1923	184
Mon Sep 17 09:35:10 2018	1537169710	1705	218	1923	217
Mon Sep 17 09:36:17 2018	1537169777	1722	201	1923	200
Mon Sep 17 09:36:04 2018	1537169764	955	969	1924	968
Mon Sep 17 09:31:10 2018	1537169470	1715	209	1924	198
Mon Sep 17 09:33:09 2018	1537169589	891	1033	1924	922
Mon Sep 17 09:35:32 2018	1537169732	1230	693	1924	679
Mon Sep 17 09:35:32 2018	1537169732	1261	663	1924	649
Mon Sep 17 09:35:17 2018	1537169717	1171	753	1924	747
Mon Sep 17 09:35:17 2018	1537169717	1181	743	1924	736
Mon Sep 17 09:33:01 2018	1537169581	965	960	1924	951
Mon Sep 17 09:35:17 2018	1537169717	1172	752	1924	745
Mon Sep 17 09:35:32 2018	1537169732	1230	694	1924	680
Mon Sep 17 09:36:04 2018	1537169764	996	928	1924	927
Mon Sep 17 09:35:32 2018	1537169732	1275	649	1924	635
Mon Sep 17 09:32:45 2018	1537169565	1103	822	1925	821
Mon Sep 17 09:34:47 2018	1537169687	1438	487	1926	487
Mon Sep 17 09:31:36 2018	1537169496	1343	584	1926	574
Mon Sep 17 09:31:36 2018	1537169496	1342	584	1926	583
Mon Sep 17 09:31:36 2018	1537169496	1342	584	1926	583
Mon Sep 17 09:31:37 2018	1537169497	1373	554	1927	551
Mon Sep 17 09:31:36 2018	1537169496	1395	532	1927	530
Mon Sep 17 09:31:36 2018	1537169496	1371	556	1927	554
Mon Sep 17 09:35:10 2018	1537169710	1678	249	1927	249
Mon Sep 17 09:34:16 2018	1537169656	1854	74	1928	74
Mon Sep 17 09:34:02 2018	1537169642	1423	504	1928	502
Mon Sep 17 09:32:45 2018	1537169565	1073	855	1928	854
Mon Sep 17 09:33:41 2018	1537169621	1497	431	1928	417
Mon Sep 17 09:36:12 2018	1537169772	1414	514	1928	512
Mon Sep 17 09:32:51 2018	1537169571	760	1168	1928	1162
Mon Sep 17 09:34:01 2018	1537169641	604	1324	1928	1323
Mon Sep 17 09:32:24 2018	1537169544	1751	177	1928	161
Mon Sep 17 09:33:41 2018	1537169621	1537	392	1928	378
Mon Sep 17 09:36:17 2018	1537169777	1715	213	1928	212
Mon Sep 17 09:33:01 2018	1537169581	918	1011	1928	1002
Mon Sep 17 09:32:24 2018	1537169544	1751	178	1929	176
Mon Sep 17 09:32:24 2018	1537169544	1751	178	1929	176
Mon Sep 17 09:32:45 2018	1537169565	1108	821	1929	820
Mon Sep 17 09:32:45 2018	1537169565	1135	795	1929	793
Mon Sep 17 09:32:24 2018	1537169544	1752	178	1929	176
Mon Sep 17 09:34:16 2018	1537169656	1853	76	1930	76
Mon Sep 17 09:34:08 2018	1537169648	283	1647	1930	1500
Mon Sep 17 09:32:45 2018	1537169565	1135	795	1930	795
Mon Sep 17 09:31:53 2018	1537169513	1111	819	1930	819
Mon Sep 17 09:35:17 2018	1537169717	1145	786	1930	782
Mon Sep 17 09:34:16 2018	1537169656	1853	77	1931	77
Mon Sep 17 09:36:27 2018	1537169787	1828	102	1931	101
Mon Sep 17 09:31:08 2018	1537169468	1780	151	1931	128
Mon Sep 17 09:34:03 2018	1537169643	893	1038	1931	1037
Mon Sep 17 09:33:11 2018	1537169591	1214	717	1931	716
Mon Sep 17 09:32:45 2018	1537169565	1127	804	1931	804
Mon Sep 17 09:35:55 2018	1537169755	712	1220	1931	1182
Mon Sep 17 09:35:55 2018	1537169755	711	1220	1931	1182
Mon Sep 17 09:35:55 2018	1537169755	712	1220	1931	1182
Mon Sep 17 09:32:45 2018	1537169565	1128	804	1931	803
Mon Sep 17 09:31:53 2018	1537169513	1088	843	1932	843
Mon Sep 17 09:34:03 2018	1537169643	893	1039	1932	1038
Mon Sep 17 09:33:41 2018	1537169621	1848	84	1932	83
Mon Sep 17 09:34:32 2018	1537169672	1855	77	1932	75
Mon Sep 17 09:31:08 2018	1537169468	1779	153	1932	152
Mon Sep 17 09:31:08 2018	1537169468	1779	154	1932	152
Mon Sep 17 09:31:08 2018	1537169468	1780	153	1932	151
Mon Sep 17 09:31:08 2018	1537169468	1778	155	1932	153
Mon Sep 17 09:32:45 2018	1537169565	1088	844	1932	844
Mon Sep 17 09:35:14 2018	1537169714	1398	534	1933	533
Mon Sep 17 09:32:45 2018	1537169565	1118	815	1933	815
Mon Sep 17 09:36:06 2018	1537169766	1205	728	1933	727
Mon Sep 17 09:31:08 2018	1537169468	1779	154	1933	152
Mon Sep 17 09:33:11 2018	1537169591	1206	727	1933	726
Mon Sep 17 09:33:11 2018	1537169591	896	1037	1933	1036
Mon Sep 17 09:36:06 2018	1537169766	1199	734	1933	734
Mon Sep 17 09:36:06 2018	1537169766	1200	734	1934	733
Mon Sep 17 09:33:36 2018	1537169616	1272	662	1934	660
Mon Sep 17 09:33:36 2018	1537169616	1259	674	1934	673
Mon Sep 17 09:31:08 2018	1537169468	1772	162	1934	160
Mon Sep 17 09:33:36 2018	1537169616	1297	637	1934	636
Mon Sep 17 09:33:11 2018	1537169591	1208	726	1934	725
Mon Sep 17 09:34:47 2018	1537169687	1436	498	1934	498
Mon Sep 17 09:33:36 2018	1537169616	1309	625	1934	624
Mon Sep 17 09:31:08 2018	1537169468	1776	159	1934	156
Mon Sep 17 09:31:36 2018	1537169496	1378	557	1935	555
Mon Sep 17 09:32:45 2018	1537169565	1113	822	1935	821
Mon Sep 17 09:34:08 2018	1537169648	1119	816	1935	809
Mon Sep 17 09:34:08 2018	1537169648	1174	760	1935	754
Mon Sep 17 09:34:08 2018	1537169648	1161	774	1935	767
Mon Sep 17 09:35:32 2018	1537169732	1684	251	1935	245
Mon Sep 17 09:31:08 2018	1537169468	1772	163	1935	161
Mon Sep 17 09:34:16 2018	1537169656	1853	81	1935	81
Mon Sep 17 09:34:08 2018	1537169648	1174	761	1935	754
Mon Sep 17 09:34:08 2018	1537169648	1120	815	1935	808
Mon Sep 17 09:34:08 2018	1537169648	1174	761	1935	754
Mon Sep 17 09:36:06 2018	1537169766	1206	729	1935	727
Mon Sep 17 09:36:15 2018	1537169775	1596	339	1935	332
Mon Sep 17 09:32:51 2018	1537169571	758	1177	1935	1171
Mon Sep 17 09:34:47 2018	1537169687	1437	498	1935	498
Mon Sep 17 09:35:17 2018	1537169717	1145	790	1935	783
Mon Sep 17 09:34:00 2018	1537169640	1585	351	1935	350
Mon Sep 17 09:35:17 2018	1537169717	1145	791	1936	784
Mon Sep 17 09:31:31 2018	1537169491	896	1040	1936	1040
Mon Sep 17 09:35:32 2018	1537169732	1665	271	1936	271
Mon Sep 17 09:31:53 2018	1537169513	1105	832	1936	831
Mon Sep 17 09:31:53 2018	1537169513	1114	822	1936	819
Mon Sep 17 09:35:26 2018	1537169726	1136	801	1936	798
Mon Sep 17 09:36:15 2018	1537169775	1818	119	1937	106
Mon Sep 17 09:33:36 2018	1537169616	1309	628	1937	624
Mon Sep 17 09:34:01 2018	1537169641	652	1286	1937	1276
Mon Sep 17 09:34:32 2018	1537169672	1850	88	1938	87
Mon Sep 17 09:35:10 2018	1537169710	1766	173	1939	173
Mon Sep 17 09:33:39 2018	1537169619	1157	782	1939	778
Mon Sep 17 09:34:47 2018	1537169687	1448	491	1939	487
Mon Sep 17 09:31:32 2018	1537169492	1147	792	1939	791
Mon Sep 17 09:36:17 2018	1537169777	1702	238	1940	236
Mon Sep 17 09:32:54 2018	1537169574	1422	518	1940	516
Mon Sep 17 09:34:47 2018	1537169687	1440	500	1940	499
Mon Sep 17 09:32:54 2018	1537169574	1459	481	1941	479
Mon Sep 17 09:36:07 2018	1537169767	786	1155	1941	1155
Mon Sep 17 09:32:54 2018	1537169574	1472	469	1941	467
Mon Sep 17 09:32:54 2018	1537169574	1484	457	1941	455
Mon Sep 17 09:31:48 2018	1537169508	870	1071	1941	1070
Mon Sep 17 09:34:22 2018	1537169662	1137	804	1941	801
Mon Sep 17 09:31:10 2018	1537169470	1729	213	1941	184
Mon Sep 17 09:33:41 2018	1537169621	1848	93	1941	93
Mon Sep 17 09:35:42 2018	1537169742	1320	622	1942	620
Mon Sep 17 09:31:48 2018	1537169508	903	1040	1943	1038
Mon Sep 17 09:31:53 2018	1537169513	1104	839	1943	831
Mon Sep 17 09:31:48 2018	1537169508	914	1029	1943	1028
Mon Sep 17 09:31:58 2018	1537169518	969	974	1943	956
Mon Sep 17 09:31:48 2018	1537169508	903	1040	1943	1038
Mon Sep 17 09:32:33 2018	1537169553	1258	685	1943	682
Mon Sep 17 09:31:48 2018	1537169508	867	1076	1943	1075
Mon Sep 17 09:31:48 2018	1537169508	889	1055	1943	1053
Mon Sep 17 09:34:31 2018	1537169671	1412	532	1944	520
Mon Sep 17 09:32:00 2018	1537169520	845	1099	1944	1099
Mon Sep 17 09:35:32 2018	1537169732	1845	99	1944	98
Mon Sep 17 09:35:14 2018	1537169714	1410	534	1944	533
Mon Sep 17 09:31:48 2018	1537169508	915	1029	1944	1027
Mon Sep 17 09:31:36 2018	1537169496	1388	557	1945	555
Mon Sep 17 09:31:48 2018	1537169508	889	1056	1945	1054
Mon Sep 17 09:34:00 2018	1537169640	1561	384	1945	383
Mon Sep 17 09:31:36 2018	1537169496	1388	557	1945	555
Mon Sep 17 09:36:15 2018	1537169775	1685	260	1945	260
Mon Sep 17 09:31:36 2018	1537169496	1388	557	1945	555
Mon Sep 17 09:35:26 2018	1537169726	1114	831	1945	829
Mon Sep 17 09:35:26 2018	1537169726	1103	842	1945	841
Mon Sep 17 09:34:12 2018	1537169652	1297	649	1945	648
Mon Sep 17 09:34:47 2018	1537169687	1447	499	1946	499
Mon Sep 17 09:34:12 2018	1537169652	1296	650	1946	649
Mon Sep 17 09:31:48 2018	1537169508	935	1011	1946	1010
Mon Sep 17 09:34:12 2018	1537169652	1296	650	1946	649
Mon Sep 17 09:34:22 2018	1537169662	1150	796	1946	778
Mon Sep 17 09:35:26 2018	1537169726	1146	800	1946	798
Mon Sep 17 09:34:31 2018	1537169671	1423	524	1947	507
Mon Sep 17 09:34:45 2018	1537169685	1823	124	1947	113
Mon Sep 17 09:35:26 2018	1537169726	1090	858	1948	855
Mon Sep 17 09:32:17 2018	1537169537	1669	278	1948	271
Mon Sep 17 09:32:17 2018	1537169537	1530	418	1948	414
Mon Sep 17 09:32:17 2018	1537169537	1665	283	1948	276
Mon Sep 17 09:32:17 2018	1537169537	1482	466	1948	463
Mon Sep 17 09:32:17 2018	1537169537	1468	481	1949	477
Mon Sep 17 09:32:17 2018	1537169537	1666	283	1949	276
Mon Sep 17 09:32:33 2018	1537169553	1251	697	1949	693
Mon Sep 17 09:36:06 2018	1537169766	1206	743	1949	742
Mon Sep 17 09:32:33 2018	1537169553	1307	642	1949	638
Mon Sep 17 09:36:06 2018	1537169766	1206	743	1949	743
Mon Sep 17 09:32:33 2018	1537169553	1516	434	1949	434
Mon Sep 17 09:36:06 2018	1537169766	1196	754	1949	753
Mon Sep 17 09:32:17 2018	1537169537	1662	288	1949	281
Mon Sep 17 09:35:14 2018	1537169714	1415	534	1949	533
Mon Sep 17 09:36:06 2018	1537169766	1196	754	1950	753
Mon Sep 17 09:35:26 2018	1537169726	1092	858	1950	856
Mon Sep 17 09:35:36 2018	1537169736	1359	592	1950	588
Mon Sep 17 09:36:06 2018	1537169766	1195	755	1950	753
Mon Sep 17 09:36:08 2018	1537169768	1591	359	1950	359
Mon Sep 17 09:32:17 2018	1537169537	1469	481	1950	477
Mon Sep 17 09:34:16 2018	1537169656	1853	98	1951	97
Mon Sep 17 09:36:04 2018	1537169764	996	955	1951	929
Mon Sep 17 09:35:14 2018	1537169714	1408	543	1951	542
Mon Sep 17 09:35:14 2018	1537169714	1388	563	1951	562
Mon Sep 17 09:32:17 2018	1537169537	1664	288	1951	281
Mon Sep 17 09:34:45 2018	1537169685	1843	108	1951	107
Mon Sep 17 09:34:16 2018	1537169656	1853	98	1951	95
Mon Sep 17 09:34:45 2018	1537169685	1846	105	1951	105
Mon Sep 17 09:36:17 2018	1537169777	1686	265	1952	264
Mon Sep 17 09:32:17 2018	1537169537	1662	290	1952	284
Mon Sep 17 09:36:17 2018	1537169777	1686	266	1952	265
Mon Sep 17 09:36:04 2018	1537169764	1060	892	1952	892
Mon Sep 17 09:32:54 2018	1537169574	1189	764	1952	763
Mon Sep 17 09:32:17 2018	1537169537	1470	483	1952	478
