starttime	seconds	ctime	dtime	ttime	wait
Mon Sep 17 09:32:49 2018	1537169569	1113	89	1202	79
Mon Sep 17 09:35:49 2018	1537169749	623	580	1202	578
Mon Sep 17 09:33:11 2018	1537169591	411	795	1206	792
Mon Sep 17 09:31:05 2018	1537169465	1069	138	1207	136
Mon Sep 17 09:31:05 2018	1537169465	945	262	1208	260
Mon Sep 17 09:31:05 2018	1537169465	1098	109	1208	106
Mon Sep 17 09:31:05 2018	1537169465	933	275	1208	273
Mon Sep 17 09:31:05 2018	1537169465	1069	139	1208	136
Mon Sep 17 09:31:05 2018	1537169465	999	209	1208	207
Mon Sep 17 09:31:05 2018	1537169465	986	222	1208	219
Mon Sep 17 09:31:05 2018	1537169465	933	275	1208	273
Mon Sep 17 09:31:05 2018	1537169465	933	275	1208	273
Mon Sep 17 09:31:05 2018	1537169465	368	840	1208	838
Mon Sep 17 09:32:48 2018	1537169568	933	276	1208	275
Mon Sep 17 09:31:05 2018	1537169465	999	210	1208	207
Mon Sep 17 09:31:05 2018	1537169465	987	222	1209	219
Mon Sep 17 09:31:05 2018	1537169465	968	241	1209	239
Mon Sep 17 09:33:10 2018	1537169590	568	641	1209	641
Mon Sep 17 09:31:05 2018	1537169465	364	845	1209	842
Mon Sep 17 09:31:05 2018	1537169465	365	844	1209	842
Mon Sep 17 09:31:05 2018	1537169465	987	223	1209	220
Mon Sep 17 09:33:10 2018	1537169590	555	655	1209	654
Mon Sep 17 09:33:10 2018	1537169590	579	631	1210	629
Mon Sep 17 09:31:05 2018	1537169465	947	263	1210	261
Mon Sep 17 09:33:59 2018	1537169639	916	295	1210	265
Mon Sep 17 09:35:43 2018	1537169743	589	622	1211	619
Mon Sep 17 09:33:59 2018	1537169639	1098	115	1213	114
Mon Sep 17 09:35:21 2018	1537169721	740	472	1213	470
Mon Sep 17 09:35:21 2018	1537169721	973	240	1213	237
Mon Sep 17 09:36:19 2018	1537169779	1057	159	1216	159
Mon Sep 17 09:33:23 2018	1537169603	998	220	1218	209
Mon Sep 17 09:33:23 2018	1537169603	998	220	1218	220
Mon Sep 17 09:35:21 2018	1537169721	908	312	1220	309
Mon Sep 17 09:35:21 2018	1537169721	926	294	1220	292
Mon Sep 17 09:35:21 2018	1537169721	875	345	1220	343
Mon Sep 17 09:35:21 2018	1537169721	836	384	1220	382
Mon Sep 17 09:35:21 2018	1537169721	814	407	1221	405
Mon Sep 17 09:33:59 2018	1537169639	1135	88	1223	79
Mon Sep 17 09:33:10 2018	1537169590	549	674	1223	674
Mon Sep 17 09:33:10 2018	1537169590	571	655	1226	655
Mon Sep 17 09:33:10 2018	1537169590	573	654	1226	653
Mon Sep 17 09:33:59 2018	1537169639	1138	89	1226	86
Mon Sep 17 09:33:10 2018	1537169590	584	643	1227	642
Mon Sep 17 09:32:38 2018	1537169558	813	415	1227	415
Mon Sep 17 09:33:59 2018	1537169639	1137	91	1227	88
Mon Sep 17 09:32:38 2018	1537169558	769	459	1228	446
Mon Sep 17 09:32:38 2018	1537169558	769	459	1228	446
Mon Sep 17 09:31:54 2018	1537169514	831	397	1228	397
Mon Sep 17 09:31:54 2018	1537169514	807	422	1228	421
Mon Sep 17 09:32:38 2018	1537169558	770	458	1229	445
Mon Sep 17 09:32:38 2018	1537169558	770	459	1229	446
Mon Sep 17 09:33:59 2018	1537169639	1136	95	1230	95
Mon Sep 17 09:35:53 2018	1537169753	566	666	1232	666
Mon Sep 17 09:32:47 2018	1537169567	1074	161	1235	159
Mon Sep 17 09:32:47 2018	1537169567	1091	144	1236	143
Mon Sep 17 09:32:47 2018	1537169567	1050	186	1236	184
Mon Sep 17 09:31:05 2018	1537169465	968	269	1237	268
Mon Sep 17 09:33:59 2018	1537169639	1141	96	1237	91
Mon Sep 17 09:34:35 2018	1537169675	1122	119	1241	118
Mon Sep 17 09:33:59 2018	1537169639	1135	107	1242	107
Mon Sep 17 09:33:59 2018	1537169639	1141	101	1242	101
Mon Sep 17 09:33:59 2018	1537169639	1140	103	1243	98
Mon Sep 17 09:34:42 2018	1537169682	545	701	1246	699
Mon Sep 17 09:33:59 2018	1537169639	1136	111	1246	105
Mon Sep 17 09:32:47 2018	1537169567	1196	56	1253	56
Mon Sep 17 09:33:33 2018	1537169613	1047	207	1253	192
Mon Sep 17 09:34:43 2018	1537169683	1064	190	1254	190
Mon Sep 17 09:35:25 2018	1537169725	653	602	1255	601
Mon Sep 17 09:35:25 2018	1537169725	615	640	1255	639
Mon Sep 17 09:35:25 2018	1537169725	600	656	1256	655
Mon Sep 17 09:34:44 2018	1537169684	1182	81	1263	77
Mon Sep 17 09:34:44 2018	1537169684	1158	105	1263	102
Mon Sep 17 09:33:59 2018	1537169639	1135	128	1264	117
Mon Sep 17 09:34:44 2018	1537169684	1134	130	1264	130
Mon Sep 17 09:34:38 2018	1537169678	1193	72	1265	69
Mon Sep 17 09:34:38 2018	1537169678	1102	163	1265	159
Mon Sep 17 09:34:38 2018	1537169678	1102	163	1265	159
Mon Sep 17 09:34:38 2018	1537169678	1102	163	1265	160
Mon Sep 17 09:32:47 2018	1537169567	1212	58	1270	58
Mon Sep 17 09:32:47 2018	1537169567	1211	59	1270	59
Mon Sep 17 09:34:38 2018	1537169678	1193	78	1271	78
Mon Sep 17 09:32:47 2018	1537169567	1212	59	1271	59
Mon Sep 17 09:33:58 2018	1537169638	1157	115	1272	115
Mon Sep 17 09:32:47 2018	1537169567	1211	61	1272	61
Mon Sep 17 09:34:43 2018	1537169683	1115	158	1274	158
Mon Sep 17 09:32:47 2018	1537169567	1212	64	1277	61
Mon Sep 17 09:32:47 2018	1537169567	1211	66	1277	65
Mon Sep 17 09:33:03 2018	1537169583	986	293	1279	291
Mon Sep 17 09:33:33 2018	1537169613	1027	254	1281	254
Mon Sep 17 09:33:10 2018	1537169590	844	438	1282	437
Mon Sep 17 09:34:43 2018	1537169683	1136	146	1282	146
Mon Sep 17 09:33:33 2018	1537169613	1049	233	1282	232
Mon Sep 17 09:34:38 2018	1537169678	1193	90	1283	87
Mon Sep 17 09:34:38 2018	1537169678	1222	63	1285	58
Mon Sep 17 09:33:38 2018	1537169618	1185	102	1287	101
Mon Sep 17 09:34:43 2018	1537169683	1136	152	1289	149
Mon Sep 17 09:32:27 2018	1537169547	1188	101	1289	86
Mon Sep 17 09:34:38 2018	1537169678	1233	56	1289	56
Mon Sep 17 09:34:43 2018	1537169683	1136	153	1289	150
Mon Sep 17 09:33:59 2018	1537169639	1144	148	1292	148
Mon Sep 17 09:33:59 2018	1537169639	1138	154	1292	154
Mon Sep 17 09:33:58 2018	1537169638	1198	94	1293	94
Mon Sep 17 09:33:33 2018	1537169613	1050	245	1295	232
Mon Sep 17 09:33:33 2018	1537169613	1050	246	1296	232
Mon Sep 17 09:34:38 2018	1537169678	1247	53	1300	53
Mon Sep 17 09:34:38 2018	1537169678	1247	53	1301	53
Mon Sep 17 09:32:58 2018	1537169578	899	410	1309	409
Mon Sep 17 09:33:07 2018	1537169587	557	752	1310	752
Mon Sep 17 09:33:07 2018	1537169587	556	754	1310	753
Mon Sep 17 09:34:44 2018	1537169684	1220	91	1310	90
Mon Sep 17 09:34:44 2018	1537169684	1220	92	1313	92
Mon Sep 17 09:34:44 2018	1537169684	1220	93	1313	92
Mon Sep 17 09:34:44 2018	1537169684	1239	74	1313	74
Mon Sep 17 09:34:30 2018	1537169670	1081	233	1314	227
Mon Sep 17 09:33:01 2018	1537169581	978	336	1314	335
Mon Sep 17 09:34:38 2018	1537169678	1259	55	1314	55
Mon Sep 17 09:31:32 2018	1537169492	597	718	1315	717
Mon Sep 17 09:33:10 2018	1537169590	933	383	1315	382
Mon Sep 17 09:31:32 2018	1537169492	598	718	1315	717
Mon Sep 17 09:31:32 2018	1537169492	540	776	1316	776
Mon Sep 17 09:31:32 2018	1537169492	557	759	1316	758
Mon Sep 17 09:31:32 2018	1537169492	581	735	1316	734
Mon Sep 17 09:31:32 2018	1537169492	581	735	1316	734
Mon Sep 17 09:34:43 2018	1537169683	1248	68	1316	68
Mon Sep 17 09:31:32 2018	1537169492	500	816	1316	815
Mon Sep 17 09:35:51 2018	1537169751	403	913	1316	912
Mon Sep 17 09:31:40 2018	1537169500	646	670	1316	670
Mon Sep 17 09:31:40 2018	1537169500	630	686	1317	686
Mon Sep 17 09:31:40 2018	1537169500	658	659	1317	659
Mon Sep 17 09:31:40 2018	1537169500	658	659	1317	659
Mon Sep 17 09:34:50 2018	1537169690	748	569	1317	569
Mon Sep 17 09:31:40 2018	1537169500	658	660	1317	659
Mon Sep 17 09:34:30 2018	1537169670	1260	58	1318	58
Mon Sep 17 09:36:04 2018	1537169764	771	547	1318	542
Mon Sep 17 09:34:43 2018	1537169683	1247	72	1319	72
Mon Sep 17 09:34:30 2018	1537169670	1260	59	1320	58
Mon Sep 17 09:31:38 2018	1537169498	760	560	1320	551
Mon Sep 17 09:34:30 2018	1537169670	1260	60	1320	60
Mon Sep 17 09:36:04 2018	1537169764	727	593	1320	590
Mon Sep 17 09:33:01 2018	1537169581	1000	321	1321	309
Mon Sep 17 09:36:04 2018	1537169764	762	559	1321	555
Mon Sep 17 09:36:04 2018	1537169764	762	559	1321	555
Mon Sep 17 09:33:01 2018	1537169581	1012	309	1321	297
Mon Sep 17 09:36:04 2018	1537169764	715	606	1321	602
Mon Sep 17 09:33:01 2018	1537169581	1036	286	1321	276
Mon Sep 17 09:36:04 2018	1537169764	784	538	1321	529
Mon Sep 17 09:34:38 2018	1537169678	1261	61	1322	60
Mon Sep 17 09:33:11 2018	1537169591	519	803	1322	803
Mon Sep 17 09:34:38 2018	1537169678	1261	61	1322	61
Mon Sep 17 09:34:38 2018	1537169678	1261	61	1322	61
Mon Sep 17 09:33:11 2018	1537169591	477	845	1322	845
Mon Sep 17 09:33:11 2018	1537169591	529	794	1323	794
Mon Sep 17 09:34:38 2018	1537169678	1267	56	1323	56
Mon Sep 17 09:31:38 2018	1537169498	808	515	1323	503
Mon Sep 17 09:33:01 2018	1537169581	1022	301	1324	289
Mon Sep 17 09:34:43 2018	1537169683	1249	76	1325	76
Mon Sep 17 09:36:04 2018	1537169764	703	622	1325	615
Mon Sep 17 09:34:44 2018	1537169684	1263	64	1326	63
Mon Sep 17 09:33:07 2018	1537169587	509	817	1326	817
Mon Sep 17 09:36:04 2018	1537169764	794	532	1327	519
Mon Sep 17 09:32:07 2018	1537169527	896	430	1327	430
Mon Sep 17 09:33:11 2018	1537169591	506	821	1327	816
Mon Sep 17 09:36:04 2018	1537169764	794	533	1327	520
Mon Sep 17 09:35:36 2018	1537169736	655	673	1329	673
Mon Sep 17 09:33:10 2018	1537169590	950	379	1329	371
Mon Sep 17 09:32:10 2018	1537169530	1219	110	1329	93
Mon Sep 17 09:32:10 2018	1537169530	1220	110	1330	94
Mon Sep 17 09:33:10 2018	1537169590	950	380	1330	372
Mon Sep 17 09:34:43 2018	1537169683	1246	85	1330	84
Mon Sep 17 09:32:10 2018	1537169530	1221	110	1331	94
Mon Sep 17 09:34:30 2018	1537169670	1260	72	1332	60
Mon Sep 17 09:34:30 2018	1537169670	1260	72	1332	60
Mon Sep 17 09:33:58 2018	1537169638	1200	134	1334	133
Mon Sep 17 09:33:10 2018	1537169590	870	464	1334	464
Mon Sep 17 09:33:10 2018	1537169590	939	396	1335	389
Mon Sep 17 09:33:10 2018	1537169590	871	464	1335	464
Mon Sep 17 09:33:10 2018	1537169590	870	465	1335	464
Mon Sep 17 09:35:02 2018	1537169702	413	922	1335	921
Mon Sep 17 09:34:30 2018	1537169670	1279	56	1335	55
Mon Sep 17 09:35:17 2018	1537169717	551	785	1336	785
Mon Sep 17 09:35:38 2018	1537169738	567	769	1336	769
Mon Sep 17 09:31:59 2018	1537169519	402	934	1336	916
Mon Sep 17 09:35:38 2018	1537169738	565	772	1336	771
Mon Sep 17 09:35:52 2018	1537169752	623	714	1337	713
Mon Sep 17 09:35:52 2018	1537169752	624	713	1337	713
Mon Sep 17 09:35:38 2018	1537169738	551	786	1337	786
Mon Sep 17 09:34:38 2018	1537169678	1278	59	1337	58
Mon Sep 17 09:35:52 2018	1537169752	650	687	1337	687
Mon Sep 17 09:34:43 2018	1537169683	1246	92	1337	92
Mon Sep 17 09:32:07 2018	1537169527	904	433	1337	433
Mon Sep 17 09:35:38 2018	1537169738	551	786	1337	786
Mon Sep 17 09:35:52 2018	1537169752	624	714	1337	713
Mon Sep 17 09:35:53 2018	1537169753	661	676	1338	676
Mon Sep 17 09:32:10 2018	1537169530	1023	315	1338	304
Mon Sep 17 09:32:10 2018	1537169530	1023	315	1338	304
Mon Sep 17 09:35:53 2018	1537169753	661	677	1338	676
Mon Sep 17 09:35:52 2018	1537169752	650	689	1339	688
Mon Sep 17 09:32:10 2018	1537169530	1258	81	1339	71
Mon Sep 17 09:32:07 2018	1537169527	904	435	1339	433
Mon Sep 17 09:32:42 2018	1537169562	1273	68	1341	68
Mon Sep 17 09:36:09 2018	1537169769	929	413	1342	412
Mon Sep 17 09:36:09 2018	1537169769	994	348	1342	347
Mon Sep 17 09:33:38 2018	1537169618	1085	258	1342	252
Mon Sep 17 09:36:09 2018	1537169769	929	413	1342	413
Mon Sep 17 09:36:09 2018	1537169769	551	792	1343	791
Mon Sep 17 09:32:33 2018	1537169553	545	798	1343	798
Mon Sep 17 09:35:50 2018	1537169750	913	432	1344	431
Mon Sep 17 09:32:33 2018	1537169553	653	693	1345	692
Mon Sep 17 09:32:33 2018	1537169553	675	671	1345	670
Mon Sep 17 09:35:59 2018	1537169759	978	367	1346	366
Mon Sep 17 09:31:02 2018	1537169462	1265	81	1346	66
Mon Sep 17 09:31:02 2018	1537169462	1265	81	1346	66
Mon Sep 17 09:32:45 2018	1537169565	782	565	1347	560
Mon Sep 17 09:35:59 2018	1537169759	980	367	1347	366
Mon Sep 17 09:35:59 2018	1537169759	980	368	1347	366
Mon Sep 17 09:33:38 2018	1537169618	1248	104	1352	104
Mon Sep 17 09:34:43 2018	1537169683	1247	105	1352	105
Mon Sep 17 09:32:35 2018	1537169555	645	708	1353	708
Mon Sep 17 09:32:42 2018	1537169562	1263	92	1354	92
Mon Sep 17 09:31:34 2018	1537169494	1041	314	1355	313
Mon Sep 17 09:32:42 2018	1537169562	1274	83	1357	82
Mon Sep 17 09:32:35 2018	1537169555	632	725	1357	724
Mon Sep 17 09:32:42 2018	1537169562	1245	114	1359	114
Mon Sep 17 09:35:52 2018	1537169752	1078	282	1359	281
Mon Sep 17 09:35:52 2018	1537169752	1077	282	1359	281
Mon Sep 17 09:33:33 2018	1537169613	1159	200	1359	199
Mon Sep 17 09:35:52 2018	1537169752	1095	265	1360	263
Mon Sep 17 09:35:52 2018	1537169752	1077	283	1360	281
Mon Sep 17 09:32:34 2018	1537169554	646	715	1360	699
Mon Sep 17 09:32:35 2018	1537169555	622	739	1361	738
Mon Sep 17 09:32:35 2018	1537169555	595	766	1361	765
Mon Sep 17 09:33:33 2018	1537169613	1160	202	1362	193
Mon Sep 17 09:32:35 2018	1537169555	582	781	1363	780
Mon Sep 17 09:33:38 2018	1537169618	1248	115	1363	115
Mon Sep 17 09:35:21 2018	1537169721	961	403	1364	402
Mon Sep 17 09:33:51 2018	1537169631	1057	309	1366	264
Mon Sep 17 09:32:47 2018	1537169567	726	640	1366	505
Mon Sep 17 09:35:21 2018	1537169721	953	414	1367	414
Mon Sep 17 09:33:51 2018	1537169631	1204	163	1367	131
Mon Sep 17 09:33:51 2018	1537169631	1115	252	1367	219
Mon Sep 17 09:33:51 2018	1537169631	1141	226	1367	193
Mon Sep 17 09:35:22 2018	1537169722	401	968	1369	967
Mon Sep 17 09:35:03 2018	1537169703	550	820	1371	820
Mon Sep 17 09:35:21 2018	1537169721	847	524	1371	523
Mon Sep 17 09:35:59 2018	1537169759	980	391	1372	390
Mon Sep 17 09:34:15 2018	1537169655	1249	122	1372	122
Mon Sep 17 09:35:21 2018	1537169721	908	463	1372	463
Mon Sep 17 09:35:03 2018	1537169703	626	746	1372	745
Mon Sep 17 09:34:15 2018	1537169655	1249	123	1372	122
Mon Sep 17 09:35:21 2018	1537169721	896	476	1372	475
Mon Sep 17 09:35:03 2018	1537169703	613	759	1372	758
Mon Sep 17 09:32:10 2018	1537169530	1312	63	1375	63
Mon Sep 17 09:34:50 2018	1537169690	728	648	1375	647
Mon Sep 17 09:33:38 2018	1537169618	1261	114	1375	102
Mon Sep 17 09:33:11 2018	1537169591	502	874	1376	874
Mon Sep 17 09:33:11 2018	1537169591	540	836	1376	835
Mon Sep 17 09:33:11 2018	1537169591	540	836	1376	836
Mon Sep 17 09:33:11 2018	1537169591	541	836	1376	835
Mon Sep 17 09:36:14 2018	1537169774	1308	70	1378	70
Mon Sep 17 09:32:10 2018	1537169530	1313	65	1378	64
Mon Sep 17 09:31:05 2018	1537169465	1107	270	1378	270
Mon Sep 17 09:32:46 2018	1537169566	498	883	1381	882
Mon Sep 17 09:32:33 2018	1537169553	581	799	1381	799
Mon Sep 17 09:32:46 2018	1537169566	470	910	1381	910
Mon Sep 17 09:32:46 2018	1537169566	471	910	1382	910
Mon Sep 17 09:32:10 2018	1537169530	1311	71	1382	69
Mon Sep 17 09:36:14 2018	1537169774	1305	80	1385	79
Mon Sep 17 09:31:50 2018	1537169510	892	493	1385	491
Mon Sep 17 09:31:50 2018	1537169510	893	493	1385	491
Mon Sep 17 09:32:36 2018	1537169556	604	781	1386	780
Mon Sep 17 09:31:50 2018	1537169510	870	516	1386	515
Mon Sep 17 09:31:50 2018	1537169510	856	530	1386	529
Mon Sep 17 09:34:50 2018	1537169690	739	648	1387	647
Mon Sep 17 09:34:44 2018	1537169684	1158	230	1388	97
Mon Sep 17 09:33:38 2018	1537169618	1248	140	1388	125
Mon Sep 17 09:35:27 2018	1537169727	795	594	1390	582
Mon Sep 17 09:35:27 2018	1537169727	795	595	1390	582
Mon Sep 17 09:35:27 2018	1537169727	796	595	1390	582
Mon Sep 17 09:35:39 2018	1537169739	1011	380	1391	373
Mon Sep 17 09:34:30 2018	1537169670	1312	79	1391	78
Mon Sep 17 09:31:51 2018	1537169511	647	745	1392	740
Mon Sep 17 09:35:27 2018	1537169727	764	628	1392	615
Mon Sep 17 09:35:27 2018	1537169727	797	595	1392	582
Mon Sep 17 09:34:41 2018	1537169681	538	855	1392	855
Mon Sep 17 09:34:41 2018	1537169681	538	855	1392	855
Mon Sep 17 09:32:50 2018	1537169570	885	508	1393	504
Mon Sep 17 09:35:54 2018	1537169754	768	625	1393	624
Mon Sep 17 09:35:39 2018	1537169739	1009	384	1393	380
Mon Sep 17 09:36:07 2018	1537169767	719	675	1395	674
Mon Sep 17 09:36:07 2018	1537169767	718	677	1395	675
Mon Sep 17 09:36:07 2018	1537169767	719	676	1395	674
Mon Sep 17 09:34:30 2018	1537169670	1293	102	1395	101
Mon Sep 17 09:33:48 2018	1537169628	978	418	1396	418
Mon Sep 17 09:35:04 2018	1537169704	651	745	1396	744
Mon Sep 17 09:35:04 2018	1537169704	615	782	1397	782
Mon Sep 17 09:33:48 2018	1537169628	980	418	1397	417
Mon Sep 17 09:32:27 2018	1537169547	1222	176	1398	176
Mon Sep 17 09:34:30 2018	1537169670	1306	92	1398	88
Mon Sep 17 09:31:06 2018	1537169466	1324	74	1398	73
Mon Sep 17 09:35:23 2018	1537169723	769	629	1398	628
Mon Sep 17 09:32:27 2018	1537169547	1223	175	1398	174
Mon Sep 17 09:34:50 2018	1537169690	622	776	1398	775
Mon Sep 17 09:35:02 2018	1537169702	604	794	1398	794
Mon Sep 17 09:32:27 2018	1537169547	1224	174	1398	173
Mon Sep 17 09:34:30 2018	1537169670	1313	86	1398	85
Mon Sep 17 09:35:23 2018	1537169723	757	641	1398	640
Mon Sep 17 09:34:50 2018	1537169690	624	774	1398	774
Mon Sep 17 09:33:48 2018	1537169628	980	419	1398	418
Mon Sep 17 09:34:50 2018	1537169690	580	819	1398	818
Mon Sep 17 09:34:50 2018	1537169690	729	670	1399	669
Mon Sep 17 09:34:50 2018	1537169690	705	693	1399	692
Mon Sep 17 09:34:50 2018	1537169690	706	693	1399	692
Mon Sep 17 09:35:02 2018	1537169702	718	681	1399	680
Mon Sep 17 09:34:50 2018	1537169690	717	682	1399	682
Mon Sep 17 09:33:07 2018	1537169587	545	854	1399	854
Mon Sep 17 09:33:07 2018	1537169587	613	787	1400	786
Mon Sep 17 09:33:07 2018	1537169587	613	787	1400	786
Mon Sep 17 09:34:50 2018	1537169690	681	720	1401	718
Mon Sep 17 09:36:00 2018	1537169760	571	830	1401	819
Mon Sep 17 09:34:44 2018	1537169684	1217	184	1402	60
Mon Sep 17 09:34:44 2018	1537169684	1195	209	1404	89
Mon Sep 17 09:34:44 2018	1537169684	1217	188	1405	69
Mon Sep 17 09:33:18 2018	1537169598	1280	126	1406	125
Mon Sep 17 09:33:18 2018	1537169598	1256	150	1406	139
Mon Sep 17 09:33:18 2018	1537169598	1292	114	1406	113
Mon Sep 17 09:34:43 2018	1537169683	1074	334	1408	188
Mon Sep 17 09:32:50 2018	1537169570	900	508	1408	504
Mon Sep 17 09:32:50 2018	1537169570	876	532	1408	528
Mon Sep 17 09:32:50 2018	1537169570	901	508	1408	504
Mon Sep 17 09:32:50 2018	1537169570	854	556	1409	553
Mon Sep 17 09:35:53 2018	1537169753	1351	59	1410	59
Mon Sep 17 09:34:44 2018	1537169684	1225	186	1411	74
Mon Sep 17 09:35:16 2018	1537169716	1169	242	1412	242
Mon Sep 17 09:34:44 2018	1537169684	1220	194	1414	87
Mon Sep 17 09:34:44 2018	1537169684	1249	166	1415	59
Mon Sep 17 09:34:44 2018	1537169684	1221	196	1417	87
Mon Sep 17 09:31:31 2018	1537169491	716	703	1419	703
Mon Sep 17 09:32:50 2018	1537169570	864	556	1420	553
Mon Sep 17 09:31:31 2018	1537169491	699	722	1421	722
Mon Sep 17 09:35:16 2018	1537169716	1140	282	1422	282
Mon Sep 17 09:35:24 2018	1537169724	603	819	1422	819
Mon Sep 17 09:35:16 2018	1537169716	1113	309	1422	308
Mon Sep 17 09:35:16 2018	1537169716	1137	286	1423	284
Mon Sep 17 09:31:31 2018	1537169491	634	790	1424	785
Mon Sep 17 09:31:31 2018	1537169491	635	790	1424	785
Mon Sep 17 09:32:31 2018	1537169551	421	1003	1425	1003
Mon Sep 17 09:31:31 2018	1537169491	670	756	1426	750
Mon Sep 17 09:31:54 2018	1537169514	790	639	1429	637
Mon Sep 17 09:34:43 2018	1537169683	1246	184	1430	65
Mon Sep 17 09:35:21 2018	1537169721	1123	309	1432	309
Mon Sep 17 09:34:50 2018	1537169690	1032	401	1432	400
Mon Sep 17 09:32:50 2018	1537169570	735	698	1433	698
Mon Sep 17 09:34:06 2018	1537169646	586	848	1433	846
Mon Sep 17 09:32:50 2018	1537169570	878	556	1434	553
Mon Sep 17 09:31:33 2018	1537169493	1218	216	1434	215
Mon Sep 17 09:34:50 2018	1537169690	1032	404	1436	400
Mon Sep 17 09:32:27 2018	1537169547	1222	214	1436	214
Mon Sep 17 09:32:27 2018	1537169547	1222	214	1436	214
Mon Sep 17 09:31:06 2018	1537169466	1380	57	1437	57
Mon Sep 17 09:33:10 2018	1537169590	1088	351	1439	351
Mon Sep 17 09:33:10 2018	1537169590	1078	362	1440	362
Mon Sep 17 09:35:17 2018	1537169717	592	848	1440	848
Mon Sep 17 09:35:44 2018	1537169744	1013	428	1440	416
Mon Sep 17 09:34:43 2018	1537169683	1248	193	1441	82
Mon Sep 17 09:35:53 2018	1537169753	1351	91	1442	55
Mon Sep 17 09:33:10 2018	1537169590	1082	362	1444	362
Mon Sep 17 09:35:17 2018	1537169717	597	848	1446	848
Mon Sep 17 09:33:10 2018	1537169590	1070	376	1446	373
Mon Sep 17 09:35:17 2018	1537169717	579	867	1446	867
Mon Sep 17 09:33:10 2018	1537169590	1073	373	1446	373
Mon Sep 17 09:33:38 2018	1537169618	1076	371	1447	370
Mon Sep 17 09:31:34 2018	1537169494	451	997	1448	969
Mon Sep 17 09:31:34 2018	1537169494	600	848	1448	820
Mon Sep 17 09:31:34 2018	1537169494	583	865	1448	837
Mon Sep 17 09:31:34 2018	1537169494	572	877	1449	849
Mon Sep 17 09:31:34 2018	1537169494	546	903	1449	875
Mon Sep 17 09:31:34 2018	1537169494	531	917	1449	889
Mon Sep 17 09:31:34 2018	1537169494	546	903	1449	875
Mon Sep 17 09:35:53 2018	1537169753	1347	102	1449	59
Mon Sep 17 09:33:04 2018	1537169584	864	588	1451	587
Mon Sep 17 09:35:42 2018	1537169742	280	1172	1452	1160
Mon Sep 17 09:31:31 2018	1537169491	620	833	1452	832
Mon Sep 17 09:36:04 2018	1537169764	780	674	1454	668
Mon Sep 17 09:34:43 2018	1537169683	1248	207	1455	100
Mon Sep 17 09:33:38 2018	1537169618	1107	348	1455	348
Mon Sep 17 09:36:09 2018	1537169769	664	792	1456	791
Mon Sep 17 09:31:31 2018	1537169491	653	804	1456	799
Mon Sep 17 09:34:55 2018	1537169695	633	823	1457	823
Mon Sep 17 09:36:09 2018	1537169769	665	792	1457	792
Mon Sep 17 09:33:38 2018	1537169618	1108	350	1457	337
Mon Sep 17 09:33:38 2018	1537169618	1108	351	1458	350
Mon Sep 17 09:35:59 2018	1537169759	1052	406	1459	406
Mon Sep 17 09:33:38 2018	1537169618	1087	372	1459	372
Mon Sep 17 09:32:50 2018	1537169570	876	583	1459	580
Mon Sep 17 09:35:59 2018	1537169759	1053	407	1459	406
Mon Sep 17 09:35:53 2018	1537169753	1339	120	1459	120
Mon Sep 17 09:33:38 2018	1537169618	1087	373	1460	373
Mon Sep 17 09:33:38 2018	1537169618	1099	362	1461	359
Mon Sep 17 09:32:50 2018	1537169570	853	609	1461	606
Mon Sep 17 09:32:50 2018	1537169570	840	622	1461	607
Mon Sep 17 09:31:31 2018	1537169491	698	764	1462	764
Mon Sep 17 09:35:29 2018	1537169729	1101	362	1463	361
Mon Sep 17 09:35:29 2018	1537169729	1087	376	1463	375
Mon Sep 17 09:34:30 2018	1537169670	1312	151	1464	151
Mon Sep 17 09:35:10 2018	1537169710	1362	102	1464	92
Mon Sep 17 09:34:30 2018	1537169670	1307	158	1465	157
Mon Sep 17 09:32:10 2018	1537169530	1328	138	1467	138
Mon Sep 17 09:33:10 2018	1537169590	1082	386	1467	385
Mon Sep 17 09:32:10 2018	1537169530	1329	139	1468	138
Mon Sep 17 09:33:10 2018	1537169590	1080	389	1469	388
Mon Sep 17 09:32:52 2018	1537169572	1228	241	1469	240
Mon Sep 17 09:33:06 2018	1537169586	885	585	1471	585
Mon Sep 17 09:33:06 2018	1537169586	886	586	1471	585
Mon Sep 17 09:33:06 2018	1537169586	886	586	1471	585
